1.00000000e-01	1.00000000e+00	3.05933893e-01	1.87046081e-03	8.93874836e+00	5.90915203e+00	4.38912970e-02	6.15787393e-04	1.10774406e+01	7.26257668e+00	1.00000000e+05	
1.00000000e-01	6.30957344e-01	3.76200885e-01	1.96800823e-03	1.21286049e+01	8.08274364e+00	7.74623073e-02	7.76463758e-04	1.33846748e+01	8.80843011e+00	1.00000000e+05	
1.00000000e-01	1.58489319e+00	2.65660852e-01	1.83761376e-03	6.80779171e+00	4.39050674e+00	2.53309848e-02	5.90330807e-04	8.53292853e+00	5.82963097e+00	1.00000000e+05	
1.00000000e-01	3.98107171e-01	4.30354685e-01	1.66712655e-03	1.38846612e+00	3.69220674e-01	2.83666347e-01	1.17664247e-03	6.42724105e+02	1.87314939e+02	1.00000000e+05	
1.00000000e-01	2.51188643e+00	2.44888812e-01	1.75280392e-03	2.98473334e+00	1.87242663e+00	1.23847720e-02	6.09046559e-04	4.61501920e+00	3.01419869e+00	1.00000000e+05	
1.00000000e-01	2.51188643e-01	4.64169085e-01	1.73390831e-03	1.02873492e+00	1.97861895e-01	4.21102938e-01	1.31184723e-03	4.38107473e+02	1.65436249e+02	1.00000000e+05	
1.00000000e-01	1.58489319e-01	4.82526630e-01	1.72546820e-03	8.78799915e-01	9.60748494e-02	5.17675211e-01	1.22627171e-03	5.73080914e+02	2.28006511e+02	1.00000000e+05	
1.00000000e-01	1.00000000e-01	4.92104083e-01	1.67996029e-03	8.31776857e-01	0.00000000e+00	5.78363259e-01	1.13510964e-03	7.90687354e+02	3.40731178e+02	1.00000000e+05	
3.16227766e-02	1.00000000e+00	1.10976525e-01	1.32582861e-03	1.28366966e+01	8.93563080e+00	1.45628964e-02	3.26189486e-04	1.52062579e+01	9.97950410e+00	1.00000000e+05	
3.16227766e-02	6.30957344e-01	1.47751376e-01	1.49888394e-03	1.58843822e+01	1.04347448e+01	2.62394178e-02	4.10865389e-04	1.73088870e+01	1.02367353e+01	1.00000000e+05	
3.16227766e-02	1.58489319e+00	9.29003656e-02	1.21095753e-03	5.77542686e+00	4.06646776e+00	8.27522522e-03	3.57138710e-04	8.16408841e+00	5.81311364e+00	1.00000000e+05	
3.16227766e-02	3.98107171e-01	2.12207496e-01	1.46975915e-03	1.01836901e+01	2.87898970e+00	1.99836394e-01	7.79279860e-04	1.09535267e+04	2.94695197e+03	1.00000000e+05	
3.16227766e-02	2.51188643e+00	8.43085051e-02	1.06938509e-03	4.64836025e+00	2.88741398e+00	4.07857837e-03	3.34514468e-04	7.54829155e+00	5.15146062e+00	1.00000000e+05	
3.16227766e-02	2.51188643e-01	2.63852417e-01	1.40159158e-03	7.99571228e+00	2.12749004e+00	3.14986637e-01	7.54480126e-04	1.97117039e+03	6.39386089e+02	1.00000000e+05	
3.16227766e-02	1.58489319e-01	2.93824852e-01	1.37750548e-03	6.67494774e+00	1.53705287e+00	4.04900644e-01	8.28044281e-04	1.35334451e+03	4.49395935e+02	1.00000000e+05	
3.16227766e-02	1.00000000e-01	3.05876344e-01	1.51899690e-03	5.79117203e+00	1.15990126e+00	4.71790983e-01	9.19369544e-04	1.80619199e+03	6.91348251e+02	1.00000000e+05	
1.00000000e-02	1.00000000e+00	3.67702618e-02	8.51722085e-04	2.47434025e+01	1.63275166e+01	4.63008374e-03	1.91825868e-04	2.94603005e+01	1.95174340e+01	1.00000000e+05	
1.00000000e-02	6.30957344e-01	5.10051139e-02	9.56060016e-04	3.77721672e+01	1.95236931e+01	8.56637201e-03	2.23518531e-04	4.16890182e+01	2.03811258e+01	1.00000000e+05	
1.00000000e-02	1.58489319e+00	3.03407609e-02	7.29241932e-04	1.02444115e+01	6.38389254e+00	2.59387373e-03	1.53510760e-04	1.38125393e+01	8.70006337e+00	1.00000000e+05	
1.00000000e-02	3.98107171e-01	8.36432204e-02	1.20246864e-03	6.40652237e+01	2.19216404e+01	1.76971698e-02	3.24904467e-04	7.17014219e+01	2.19374453e+01	1.00000000e+05	
1.00000000e-02	2.51188643e+00	2.71587111e-02	6.74016541e-04	9.09749985e+00	6.05776405e+00	1.22619169e-03	2.13118779e-04	1.83381447e+01	1.36374087e+01	1.00000000e+05	
1.00000000e-02	2.51188643e-01	1.49585515e-01	1.00677623e-03	7.03306122e+01	1.68332329e+01	2.37928535e-01	8.34319455e-04	9.61823649e+03	2.12003791e+03	1.00000000e+05	
1.00000000e-02	1.58489319e-01	1.85016200e-01	1.00405701e-03	5.33369560e+01	1.36920319e+01	3.28385279e-01	7.09852874e-04	5.76074787e+03	1.66046378e+03	1.00000000e+05	
1.00000000e-02	1.00000000e-01	2.05613628e-01	9.50327725e-04	4.65403900e+01	1.10613337e+01	3.86555613e-01	1.35184775e-03	5.49591747e+03	2.01617431e+03	1.00000000e+05	
3.16227766e-03	1.00000000e+00	1.17097236e-02	5.27389755e-04	4.29345322e+01	2.79598999e+01	1.54587262e-03	1.18336537e-04	5.30806517e+01	3.12653395e+01	1.00000000e+05	
3.16227766e-03	6.30957344e-01	1.60288159e-02	5.83930872e-04	6.34150620e+01	2.64133549e+01	2.70726532e-03	1.35924445e-04	7.38990758e+01	2.87100327e+01	1.00000000e+05	
3.16227766e-03	1.58489319e+00	9.60349478e-03	4.63213131e-04	2.03915539e+01	1.36425352e+01	9.09486450e-04	1.03046246e-04	2.91451245e+01	2.09435150e+01	1.00000000e+05	
3.16227766e-03	3.98107171e-01	2.77184602e-02	7.63560820e-04	1.44513016e+02	4.33067894e+01	5.65776416e-03	1.77343992e-04	1.56907499e+02	4.32235725e+01	1.00000000e+05	
3.16227766e-03	2.51188643e+00	8.68400000e-03	3.88009823e-04	1.52906389e+01	9.16449738e+00	4.86522577e-04	1.14223147e-04	2.63917513e+01	1.89181377e+01	1.00000000e+05	
3.16227766e-03	2.51188643e-01	6.59302622e-02	1.00832246e-03	5.30950439e+02	1.37951996e+02	1.79120974e-02	3.27899377e-04	3.05248477e+03	1.41051317e+03	1.00000000e+05	
3.16227766e-03	1.58489319e-01	1.28543466e-01	7.58923125e-04	5.09144501e+02	1.00720352e+02	2.52864509e-01	1.28080557e-03	1.50781565e+04	2.08366666e+03	1.00000000e+05	
3.16227766e-03	1.00000000e-01	1.51239723e-01	7.04209437e-04	4.05608856e+02	1.00401070e+02	3.12527668e-01	6.06882122e-04	1.09192590e+04	2.34321178e+03	1.00000000e+05	
1.00000000e-03	1.00000000e+00	3.85045726e-03	2.51028861e-04	2.03388321e+02	1.19602394e+02	4.51691358e-04	5.54204217e-05	3.04722451e+02	1.95284411e+02	1.00000000e+05	
1.00000000e-03	6.30957344e-01	5.28441137e-03	2.79103027e-04	2.40660568e+02	1.21120407e+02	8.23710167e-04	5.81763130e-05	2.87643443e+02	1.41409108e+02	1.00000000e+05	
1.00000000e-03	1.58489319e+00	3.18683148e-03	2.56182655e-04	4.56191254e+01	3.03283844e+01	2.49518533e-04	5.67909465e-05	5.68379516e+02	5.11541565e+02	1.00000000e+05	
1.00000000e-03	3.98107171e-01	8.95293057e-03	3.60829319e-04	5.08595612e+02	2.05839035e+02	1.72711109e-03	7.60940951e-05	5.65913746e+02	2.13570560e+02	1.00000000e+05	
1.00000000e-03	2.51188643e+00	2.83786445e-03	2.20962815e-04	2.67429810e+01	2.07342396e+01	1.03418131e-04	6.37569315e-05	1.30441360e+03	1.17397224e+03	1.00000000e+05	
1.00000000e-03	2.51188643e-01	2.24396922e-02	4.54901543e-04	1.85476990e+03	6.83146912e+02	5.06928198e-03	9.84211864e-05	1.92618016e+03	6.71715421e+02	1.00000000e+05	
1.00000000e-03	1.58489319e-01	9.26653743e-02	4.34397196e-04	2.61399668e+04	9.43413477e+03	2.23284312e-01	4.05166559e-04	1.07259244e+05	1.49185265e+04	1.00000000e+05	
1.00000000e-03	1.00000000e-01	1.13359079e-01	4.49937797e-04	3.17808398e+03	8.02925720e+02	2.86810469e-01	7.25754242e-04	1.13314195e+05	3.78465791e+04	1.00000000e+05	
3.16227766e-04	1.00000000e+00	1.16480084e-03	1.44453428e-04	1.61589188e+02	1.07498459e+02	1.55562130e-04	3.35506425e-05	2.31037358e+02	1.68324465e+02	1.00000000e+05	
3.16227766e-04	6.30957344e-01	1.60326692e-03	1.46348946e-04	2.04202576e+02	1.07495895e+02	2.70838033e-04	3.08341307e-05	2.33419814e+02	1.13661458e+02	1.00000000e+05	
3.16227766e-04	3.98107171e-01	2.82297889e-03	2.10471786e-04	1.54296509e+03	6.40272034e+02	5.66112932e-04	4.32965587e-05	1.65417913e+03	6.17650048e+02	1.00000000e+05	
3.16227766e-04	2.51188643e-01	6.81153825e-03	2.02419018e-04	3.91030713e+03	9.33774414e+02	1.52539854e-03	4.17507700e-05	4.13036795e+03	9.05585872e+02	1.00000000e+05	
3.16227766e-04	1.58489319e-01	6.99674115e-02	4.48047649e-04	2.45172953e+05	7.63621875e+04	1.83523511e-01	1.43697699e-03	5.37331060e+05	3.22736403e+05	1.00000000e+05	
3.16227766e-04	1.00000000e-01	9.12681147e-02	4.52090811e-04	4.10883086e+04	1.03574961e+04	2.43329711e-01	7.94625476e-04	2.73799085e+05	5.02882216e+04	1.00000000e+05	
1.00000000e-04	1.00000000e+00	3.76065436e-04	7.62596828e-05	2.14888794e+02	1.76436630e+02	5.80686687e-05	1.71825160e-05	3.59178125e+02	3.23260313e+02	1.00000000e+05	
1.00000000e-04	6.30957344e-01	5.05287724e-04	8.82159802e-05	4.07710754e+02	2.73796936e+02	9.10380040e-05	2.03412669e-05	4.89825292e+02	3.04359732e+02	1.00000000e+05	
1.00000000e-04	3.98107171e-01	9.46978165e-04	1.03087594e-04	7.18450635e+03	4.09846289e+03	1.96975989e-04	2.20746973e-05	7.18263632e+03	4.03529272e+03	1.00000000e+05	
1.00000000e-04	2.51188643e-01	2.21850886e-03	1.66292521e-04	1.33551152e+04	4.27014502e+03	5.01732429e-04	3.90001593e-05	1.40609112e+04	4.19564528e+03	1.00000000e+05	
1.00000000e-04	1.58489319e-01	5.46900816e-02	3.23420623e-04	3.15429100e+06	1.29347812e+06	1.56023691e-01	1.16591831e-03	9.01169346e+06	8.11052412e+06	1.00000000e+05	
1.00000000e-04	1.00000000e-01	7.67280906e-02	2.47030985e-04	3.40856375e+05	4.67001289e+04	2.05265006e-01	9.98951670e-04	1.01298967e+06	6.29024195e+05	1.00000000e+05	
3.16227766e-05	2.51188643e-01	7.48906168e-04	3.38686150e-05	5.08558008e+04	1.71251172e+04	1.68154325e-04	7.04006422e-06	5.19604129e+04	1.76846222e+04	5.00000000e+05	
3.16227766e-05	1.58489319e-01	3.21849599e-03	1.46273160e-04	1.92189172e+05	3.91087422e+04	7.44942073e-04	3.71133698e-05	2.08596635e+05	3.80185992e+04	1.00000000e+05	
3.16227766e-05	1.00000000e-01	6.60607964e-02	3.64384818e-04	2.51650000e+06	5.87456000e+05	1.81424356e-01	1.45701840e-03	6.36367705e+06	5.72730935e+06	1.00000000e+05	
1.00000000e-05	1.58489319e-01	1.06221996e-03	8.22206930e-05	4.03959062e+05	8.93457344e+04	2.37412184e-04	1.86023734e-05	4.29770359e+05	9.82042191e+04	1.00000000e+05	
1.00000000e-05	1.00000000e-01	5.57648726e-02	4.11527813e-04	1.94685520e+07	8.17250450e+06	1.51290995e-01	1.59004908e-03	8.05812682e+07	7.25231414e+07	1.00000000e+05	
